Altitude(ft),Pressure(Pa),Temperature(f)
-80.79000000000815,101160.25,56.19
-80.16999999999825,101161.0,56.19
-82.43000000000757,101158.25,56.19
-80.38999999999942,101160.75,56.19
-81.80999999999767,101159.0,56.19
-83.05000000000291,101157.5,56.19
-80.38999999999942,101160.75,56.19
-84.27999999999884,101156.0,56.19
-86.94999999999709,101152.75,56.19
-84.27999999999884,101156.0,56.19
-82.02999999999884,101158.75,56.19
-80.38999999999942,101160.75,56.19
-84.27999999999884,101156.0,56.19
-81.61000000000058,101159.25,56.19
-80.79000000000815,101160.25,56.19
-76.08000000000175,101166.0,56.3
-79.55999999999767,101161.75,56.3
-78.54000000000815,101163.0,56.3
-76.90000000000873,101165.0,56.3
-79.97000000000116,101161.25,56.19
-81.2100000000064,101159.75,56.19
-83.86999999999534,101156.5,56.19
-79.97000000000116,101161.25,56.3
-82.22999999999593,101158.5,56.19
-84.07000000000698,101156.25,56.19
-85.91999999999825,101154.0,56.19
-83.25,101157.25,56.19
-82.02999999999884,101158.75,56.3
-84.27999999999884,101156.0,56.19
-81.61000000000058,101159.25,56.3
-83.4600000000064,101157.0,56.3
-84.27999999999884,101156.0,56.3
-86.33000000000175,101153.5,56.19
-85.10000000000582,101155.0,56.19
-83.4600000000064,101157.0,56.3
-80.16999999999825,101161.0,56.3
-82.85000000000582,101157.75,56.3
-81.41000000000349,101159.5,56.3
-79.36000000000058,101162.0,56.3
-83.66999999999825,101156.75,56.19
-83.05000000000291,101157.5,56.3
-81.41000000000349,101159.5,56.3
-80.99000000000524,101160.0,56.19
-80.79000000000815,101160.25,56.19
-83.66999999999825,101156.75,56.19
-81.80999999999767,101159.0,56.19
-57.01000000000931,101189.25,56.19
-81.41000000000349,101159.5,56.19
-82.22999999999593,101158.5,56.19
-84.27999999999884,101156.0,56.19
-83.66999999999825,101156.75,56.3
-86.94999999999709,101152.75,56.3
-87.97000000000116,101151.5,56.3
-88.99000000000524,101150.25,56.3
-90.02000000000407,101149.0,56.19
-88.16999999999825,101151.25,56.3
-89.80999999999767,101149.25,56.19
-88.58999999999651,101150.75,56.3
-86.94999999999709,101152.75,56.3
-85.91999999999825,101154.0,56.3
-87.35000000000582,101152.25,56.3
-86.52999999999884,101153.25,56.3
-86.74000000000524,101153.0,56.3
-86.94999999999709,101152.75,56.3
-89.61000000000058,101149.5,56.3
-88.58999999999651,101150.75,56.19
-86.94999999999709,101152.75,56.3
-89.80999999999767,101149.25,56.19
-87.35000000000582,101152.25,56.3
-86.94999999999709,101152.75,56.3
-87.77000000000407,101151.75,56.3
-86.74000000000524,101153.0,56.3
-87.97000000000116,101151.5,56.3
-87.35000000000582,101152.25,56.3
-91.66000000000349,101147.0,56.19
-88.58999999999651,101150.75,56.3
-87.97000000000116,101151.5,56.3
-85.7100000000064,101154.25,56.3
-84.69000000000233,101155.5,56.3
-85.91999999999825,101154.0,56.3
-85.7100000000064,101154.25,56.3
-84.69000000000233,101155.5,56.3
-86.13000000000466,101153.75,56.3
-85.51000000000931,101154.5,56.19
-84.69000000000233,101155.5,56.3
-87.97000000000116,101151.5,56.3
-88.16999999999825,101151.25,56.3
-87.35000000000582,101152.25,56.3
-86.33000000000175,101153.5,56.3
-85.30999999999767,101154.75,56.3
-87.35000000000582,101152.25,56.3
-86.33000000000175,101153.5,56.3
-89.41000000000349,101149.75,56.3
-86.33000000000175,101153.5,56.3
-84.49000000000524,101155.75,56.3
-84.27999999999884,101156.0,56.3
-82.63999999999942,101158.0,56.3
-86.52999999999884,101153.25,56.3
-87.55999999999767,101152.0,56.3
-83.66999999999825,101156.75,56.3
-82.22999999999593,101158.5,56.3
-85.10000000000582,101155.0,56.3
-87.77000000000407,101151.75,56.3
-85.91999999999825,101154.0,56.3
-85.51000000000931,101154.5,56.3
-83.66999999999825,101156.75,56.3
-85.10000000000582,101155.0,56.3
-84.07000000000698,101156.25,56.3
-83.25,101157.25,56.3
-86.74000000000524,101153.0,56.3
-84.07000000000698,101156.25,56.3
-84.49000000000524,101155.75,56.3
-85.7100000000064,101154.25,56.3
-84.49000000000524,101155.75,56.3
-84.07000000000698,101156.25,56.3
-87.97000000000116,101151.5,56.3
-87.97000000000116,101151.5,56.3
-86.74000000000524,101153.0,56.3
-83.4600000000064,101157.0,56.41
-84.49000000000524,101155.75,56.41
-85.51000000000931,101154.5,56.3
-82.02999999999884,101158.75,56.41
-83.4600000000064,101157.0,56.3
-81.80999999999767,101159.0,56.41
-86.33000000000175,101153.5,56.3
-82.22999999999593,101158.5,56.41
-83.4600000000064,101157.0,56.41
-85.7100000000064,101154.25,56.41
-82.43000000000757,101158.25,56.41
-85.91999999999825,101154.0,56.41
-86.94999999999709,101152.75,56.41
-86.33000000000175,101153.5,56.41
-87.35000000000582,101152.25,56.3
-85.10000000000582,101155.0,56.41
-83.66999999999825,101156.75,56.41
-85.51000000000931,101154.5,56.41
-84.88999999999942,101155.25,56.41
-85.91999999999825,101154.0,56.41
-83.4600000000064,101157.0,56.41
-83.86999999999534,101156.5,56.41
-84.07000000000698,101156.25,56.41
-87.15000000000873,101152.5,56.41
-84.49000000000524,101155.75,56.41
-85.30999999999767,101154.75,56.41
-83.66999999999825,101156.75,56.41
-85.51000000000931,101154.5,56.41
-86.33000000000175,101153.5,56.41
-84.88999999999942,101155.25,56.41
-84.27999999999884,101156.0,56.41
-83.66999999999825,101156.75,56.41
-83.05000000000291,101157.5,56.41
-84.27999999999884,101156.0,56.41
-84.07000000000698,101156.25,56.41
-84.88999999999942,101155.25,56.41
-86.33000000000175,101153.5,56.41
-84.88999999999942,101155.25,56.41
-86.13000000000466,101153.75,56.41
-87.55999999999767,101152.0,56.41
-86.13000000000466,101153.75,56.41
-84.88999999999942,101155.25,56.41
-84.49000000000524,101155.75,56.41
-83.25,101157.25,56.41
-85.10000000000582,101155.0,56.41
-84.88999999999942,101155.25,56.41
-84.07000000000698,101156.25,56.41
-84.07000000000698,101156.25,56.41
-84.49000000000524,101155.75,56.41
-84.07000000000698,101156.25,56.41
-82.22999999999593,101158.5,56.41
-84.07000000000698,101156.25,56.41
-86.13000000000466,101153.75,56.41
-83.4600000000064,101157.0,56.41
-87.35000000000582,101152.25,56.41
-87.15000000000873,101152.5,56.41
-82.63999999999942,101158.0,56.41
-85.51000000000931,101154.5,56.41
-85.7100000000064,101154.25,56.41
-87.77000000000407,101151.75,56.41
-86.52999999999884,101153.25,56.41
-87.15000000000873,101152.5,56.41
-83.86999999999534,101156.5,56.41
-85.51000000000931,101154.5,56.41
-87.35000000000582,101152.25,56.41
-85.51000000000931,101154.5,56.41
-86.33000000000175,101153.5,56.41
-87.15000000000873,101152.5,56.41
-86.94999999999709,101152.75,56.41
-88.99000000000524,101150.25,56.41
-87.35000000000582,101152.25,56.41
-85.91999999999825,101154.0,56.41
-86.13000000000466,101153.75,56.41
-86.74000000000524,101153.0,56.41
-87.97000000000116,101151.5,56.41
-84.49000000000524,101155.75,56.41
-85.30999999999767,101154.75,56.41
-87.35000000000582,101152.25,56.41
-87.15000000000873,101152.5,56.41
-84.49000000000524,101155.75,56.41
-87.77000000000407,101151.75,56.41
-87.97000000000116,101151.5,56.41
-89.61000000000058,101149.5,56.41
-84.49000000000524,101155.75,56.41
-84.07000000000698,101156.25,56.41
-84.49000000000524,101155.75,56.41
-87.35000000000582,101152.25,56.41
-84.88999999999942,101155.25,56.41
-84.07000000000698,101156.25,56.41
-84.69000000000233,101155.5,56.41
-86.94999999999709,101152.75,56.41
-82.85000000000582,101157.75,56.53
-85.30999999999767,101154.75,56.41
-85.51000000000931,101154.5,56.41
-86.94999999999709,101152.75,56.41
-86.52999999999884,101153.25,56.41
-85.7100000000064,101154.25,56.41
-87.15000000000873,101152.5,56.41
-85.7100000000064,101154.25,56.41
-88.99000000000524,101150.25,56.41
-86.94999999999709,101152.75,56.41
-88.79000000000815,101150.5,56.41
-90.43000000000757,101148.5,56.41
-85.30999999999767,101154.75,56.41
-86.94999999999709,101152.75,56.41
-86.74000000000524,101153.0,56.41
-86.13000000000466,101153.75,56.41
-86.94999999999709,101152.75,56.41
-88.38000000000466,101151.0,56.41
-85.7100000000064,101154.25,56.41
-87.55999999999767,101152.0,56.41
-85.10000000000582,101155.0,56.41
-86.94999999999709,101152.75,56.41
-84.88999999999942,101155.25,56.53
-88.16999999999825,101151.25,56.41
-88.99000000000524,101150.25,56.41
-91.4600000000064,101147.25,56.41
-88.79000000000815,101150.5,56.41
-88.38000000000466,101151.0,56.41
-88.79000000000815,101150.5,56.41
-88.79000000000815,101150.5,56.41
-92.69000000000233,101145.75,56.41
-94.94000000000233,101143.0,56.41
-93.7100000000064,101144.5,56.41
-95.76000000000931,101142.0,56.41
-96.16999999999825,101141.5,56.41
-97.19999999999709,101140.25,56.41
-93.91999999999825,101144.25,56.41
-95.55999999999767,101142.25,56.41
-95.9600000000064,101141.75,56.41
-97.40000000000873,101140.0,56.41
-98.41999999999825,101138.75,56.41
-97.80999999999767,101139.5,56.41
-93.7100000000064,101144.5,56.53
-98.02000000000407,101139.25,56.41
-96.77999999999884,101140.75,56.53
-94.52999999999884,101143.5,56.53
-93.91999999999825,101144.25,56.53
-90.02000000000407,101149.0,56.53
-93.91999999999825,101144.25,56.41
-89.80999999999767,101149.25,56.53
-91.86999999999534,101146.75,56.41
-92.27999999999884,101146.25,56.53
-92.47999999999593,101146.0,56.53
-94.33000000000175,101143.75,56.41
-93.91999999999825,101144.25,56.53
-92.69000000000233,101145.75,56.53
-94.74000000000524,101143.25,56.53
-94.74000000000524,101143.25,56.53
-92.27999999999884,101146.25,56.53
-94.94000000000233,101143.0,56.41
-93.51000000000931,101144.75,56.53
-94.74000000000524,101143.25,56.53
-96.58000000000175,101141.0,56.41
-95.55999999999767,101142.25,56.41
-93.51000000000931,101144.75,56.41
-90.63999999999942,101148.25,56.53
-95.35000000000582,101142.5,56.41
-96.58000000000175,101141.0,56.41
-98.22000000000116,101139.0,56.41
-95.55999999999767,101142.25,56.53
-95.15000000000873,101142.75,56.53
-91.25,101147.5,56.53
-95.35000000000582,101142.5,56.41
-97.19999999999709,101140.25,56.53
-96.58000000000175,101141.0,56.53
-96.99000000000524,101140.5,56.53
-95.9600000000064,101141.75,56.53
-95.55999999999767,101142.25,56.53
-95.15000000000873,101142.75,56.53
-94.33000000000175,101143.75,56.53
-99.66000000000349,101137.25,56.53
-92.27999999999884,101146.25,56.53
-92.27999999999884,101146.25,56.53
-91.66000000000349,101147.0,56.53
-93.91999999999825,101144.25,56.53
-93.51000000000931,101144.75,56.53
-92.07000000000698,101146.5,56.53
-92.07000000000698,101146.5,56.53
-93.91999999999825,101144.25,56.53
-93.51000000000931,101144.75,56.53
-91.25,101147.5,56.53
-91.25,101147.5,56.53
-92.88999999999942,101145.5,56.53
-95.55999999999767,101142.25,56.53
-94.11999999999534,101144.0,56.53
-92.27999999999884,101146.25,56.53
-93.91999999999825,101144.25,56.53
-94.33000000000175,101143.75,56.53
-91.66000000000349,101147.0,56.53
-95.76000000000931,101142.0,56.53
-90.43000000000757,101148.5,56.53
-93.10000000000582,101145.25,56.53
-88.99000000000524,101150.25,56.53
-89.41000000000349,101149.75,56.53
-87.77000000000407,101151.75,56.53
-89.80999999999767,101149.25,56.53
-88.16999999999825,101151.25,56.53
-88.16999999999825,101151.25,56.53
-91.4600000000064,101147.25,56.53
-92.07000000000698,101146.5,56.53
-92.07000000000698,101146.5,56.53
-93.91999999999825,101144.25,56.53
-93.10000000000582,101145.25,56.53
-96.99000000000524,101140.5,56.53
-93.7100000000064,101144.5,56.64
-96.38000000000466,101141.25,56.53
-94.52999999999884,101143.5,56.53
-95.15000000000873,101142.75,56.53
-92.27999999999884,101146.25,56.64
-93.30000000000291,101145.0,56.53
-94.11999999999534,101144.0,56.53
-94.11999999999534,101144.0,56.53
-92.88999999999942,101145.5,56.53
-92.88999999999942,101145.5,56.53
-96.16999999999825,101141.5,56.53
-92.27999999999884,101146.25,56.53
-91.66000000000349,101147.0,56.53
-95.76000000000931,101142.0,56.53
-96.77999999999884,101140.75,56.53
-94.33000000000175,101143.75,56.53
-94.74000000000524,101143.25,56.53
-98.41999999999825,101138.75,56.53
-98.41999999999825,101138.75,56.53
-93.7100000000064,101144.5,56.53
-96.38000000000466,101141.25,56.53
-96.99000000000524,101140.5,56.53
-91.86999999999534,101146.75,56.53
-95.15000000000873,101142.75,56.53
-94.74000000000524,101143.25,56.53
-92.88999999999942,101145.5,56.53
-91.66000000000349,101147.0,56.53
-92.07000000000698,101146.5,56.53
-96.38000000000466,101141.25,56.53
-95.76000000000931,101142.0,56.53
-99.04000000000815,101138.0,56.53
-92.88999999999942,101145.5,56.53
-94.33000000000175,101143.75,56.53
-100.88999999999942,101135.75,56.53
-95.9600000000064,101141.75,56.53
-96.77999999999884,101140.75,56.53
-97.19999999999709,101140.25,56.53
-94.11999999999534,101144.0,56.53
-93.91999999999825,101144.25,56.53
-95.55999999999767,101142.25,56.53
-100.27999999999884,101136.5,56.53
-97.80999999999767,101139.5,56.53
-100.47999999999593,101136.25,56.53
-100.68000000000757,101136.0,56.53
-101.7100000000064,101134.75,56.53
-102.52999999999884,101133.75,56.53
-96.38000000000466,101141.25,56.64
-100.05999999999767,101136.75,56.64
-103.35000000000582,101132.75,56.53
-103.13999999999942,101133.0,56.64
-100.68000000000757,101136.0,56.53
-103.13999999999942,101133.0,56.53
-100.27999999999884,101136.5,56.53
-96.77999999999884,101140.75,56.64
-97.19999999999709,101140.25,56.64
-97.60000000000582,101139.75,56.64
-97.80999999999767,101139.5,56.64
-95.9600000000064,101141.75,56.64
-96.58000000000175,101141.0,56.64
-99.4600000000064,101137.5,56.64
-100.47999999999593,101136.25,56.64
-102.52999999999884,101133.75,56.53
-99.86000000000058,101137.0,56.64
-100.05999999999767,101136.75,56.53
-98.63999999999942,101138.5,56.64
-101.91999999999825,101134.5,56.64
-106.22000000000116,101129.25,56.53
-101.30000000000291,101135.25,56.64
-101.7100000000064,101134.75,56.53
-98.02000000000407,101139.25,56.64
-97.60000000000582,101139.75,56.64
-98.63999999999942,101138.5,56.64
-97.60000000000582,101139.75,56.64
-95.55999999999767,101142.25,56.64
-99.4600000000064,101137.5,56.53
-97.80999999999767,101139.5,56.64
-98.63999999999942,101138.5,56.64
-96.38000000000466,101141.25,56.64
-98.83999999999651,101138.25,56.53
-99.66000000000349,101137.25,56.53
-96.38000000000466,101141.25,56.64
-94.11999999999534,101144.0,56.64
-93.7100000000064,101144.5,56.64
-93.91999999999825,101144.25,56.64
-95.15000000000873,101142.75,56.64
-96.99000000000524,101140.5,56.64
-94.11999999999534,101144.0,56.64
-97.60000000000582,101139.75,56.64
-95.35000000000582,101142.5,56.64
-96.99000000000524,101140.5,56.64
-100.27999999999884,101136.5,56.64
-96.99000000000524,101140.5,56.64
-98.63999999999942,101138.5,56.64
-96.99000000000524,101140.5,56.64
-101.30000000000291,101135.25,56.64
-96.58000000000175,101141.0,56.64
-98.41999999999825,101138.75,56.64
-96.16999999999825,101141.5,56.64
-98.02000000000407,101139.25,56.64
-99.04000000000815,101138.0,56.64
-98.83999999999651,101138.25,56.64
-99.04000000000815,101138.0,56.64
-96.77999999999884,101140.75,56.64
-98.02000000000407,101139.25,56.64
-98.02000000000407,101139.25,56.64
-98.41999999999825,101138.75,56.64
-99.04000000000815,101138.0,56.64
-99.86000000000058,101137.0,56.64
-100.68000000000757,101136.0,56.64
-100.47999999999593,101136.25,56.64
-99.24000000000524,101137.75,56.64
-99.66000000000349,101137.25,56.64
-101.91999999999825,101134.5,56.64
-100.68000000000757,101136.0,56.64
-100.05999999999767,101136.75,56.64
-97.60000000000582,101139.75,56.64
-97.60000000000582,101139.75,56.64
-99.66000000000349,101137.25,56.64
-102.32000000000698,101134.0,56.64
-102.94000000000233,101133.25,56.64
-102.74000000000524,101133.5,56.64
-101.7100000000064,101134.75,56.64
-102.74000000000524,101133.5,56.64
-104.58000000000175,101131.25,56.64
-105.40000000000873,101130.25,56.64
-103.9600000000064,101132.0,56.64
-102.52999999999884,101133.75,56.64
-100.27999999999884,101136.5,56.64
-99.4600000000064,101137.5,56.64
-96.77999999999884,101140.75,56.64
-104.99000000000524,101130.75,56.64
-105.80999999999767,101129.75,56.64
-107.24000000000524,101128.0,56.64
-106.63000000000466,101128.75,56.64
-104.38000000000466,101131.5,56.75
-105.19999999999709,101130.5,56.64
-101.10000000000582,101135.5,56.75
-102.74000000000524,101133.5,56.75
-103.9600000000064,101132.0,56.64
-106.41999999999825,101129.0,56.64
-107.66000000000349,101127.5,56.64
-106.02000000000407,101129.5,56.64
-104.99000000000524,101130.75,56.64
-104.16999999999825,101131.75,56.64
-103.13999999999942,101133.0,56.75
-102.52999999999884,101133.75,56.75
-101.91999999999825,101134.5,56.75
-101.5,101135.0,56.64
-102.74000000000524,101133.5,56.64
-98.83999999999651,101138.25,56.75
-104.58000000000175,101131.25,56.64
-98.22000000000116,101139.0,56.75
-106.22000000000116,101129.25,56.64
-105.80999999999767,101129.75,56.64
-105.60000000000582,101130.0,56.64
-104.38000000000466,101131.5,56.75
-105.80999999999767,101129.75,56.64
-107.24000000000524,101128.0,56.64
-105.40000000000873,101130.25,56.75
-107.86000000000058,101127.25,56.75
-104.38000000000466,101131.5,56.75
-103.13999999999942,101133.0,56.75
-105.80999999999767,101129.75,56.75
-104.16999999999825,101131.75,56.75
-103.9600000000064,101132.0,56.75
-107.44999999999709,101127.75,56.75
-106.02000000000407,101129.5,56.75
-105.60000000000582,101130.0,56.75
-105.40000000000873,101130.25,56.75
-105.40000000000873,101130.25,56.75
-104.58000000000175,101131.25,56.75
-103.13999999999942,101133.0,56.75
-103.35000000000582,101132.75,56.75
-105.80999999999767,101129.75,56.75
-108.47999999999593,101126.5,56.64
-107.66000000000349,101127.5,56.75
-107.24000000000524,101128.0,56.75
-103.55999999999767,101132.5,56.75
-103.55999999999767,101132.5,56.75
-104.38000000000466,101131.5,56.75
-100.27999999999884,101136.5,56.75
-101.7100000000064,101134.75,56.75
-101.91999999999825,101134.5,56.75
-104.99000000000524,101130.75,56.75
-104.77999999999884,101131.0,56.75
-105.19999999999709,101130.5,56.75
-104.77999999999884,101131.0,56.75
-103.9600000000064,101132.0,56.75
-105.19999999999709,101130.5,56.75
-104.99000000000524,101130.75,56.75
-106.83999999999651,101128.5,56.75
-103.55999999999767,101132.5,56.75
-105.80999999999767,101129.75,56.75
-103.35000000000582,101132.75,56.75
-103.76000000000931,101132.25,56.75
-105.60000000000582,101130.0,56.75
-107.04000000000815,101128.25,56.75
-107.04000000000815,101128.25,56.75
-106.22000000000116,101129.25,56.75
-106.83999999999651,101128.5,56.75
-105.80999999999767,101129.75,56.75
-103.9600000000064,101132.0,56.75
-106.63000000000466,101128.75,56.75
-105.60000000000582,101130.0,56.75
-106.22000000000116,101129.25,56.75
-101.91999999999825,101134.5,56.86
-103.13999999999942,101133.0,56.86
-104.58000000000175,101131.25,56.75
-107.44999999999709,101127.75,56.75
-103.9600000000064,101132.0,56.86
-105.60000000000582,101130.0,56.86
-107.04000000000815,101128.25,56.75
-104.16999999999825,101131.75,56.86
-104.99000000000524,101130.75,56.86
-103.76000000000931,101132.25,56.86
-105.60000000000582,101130.0,56.86
-105.60000000000582,101130.0,56.75
-105.60000000000582,101130.0,56.86
-105.60000000000582,101130.0,56.86
-107.44999999999709,101127.75,56.75
-108.27000000000407,101126.75,56.75
-106.02000000000407,101129.5,56.86
-110.32000000000698,101124.25,56.75
-107.66000000000349,101127.5,56.86
-105.40000000000873,101130.25,56.86
-106.41999999999825,101129.0,56.86
-105.40000000000873,101130.25,56.86
-104.16999999999825,101131.75,56.86
-106.63000000000466,101128.75,56.86
-105.60000000000582,101130.0,56.86
-105.60000000000582,101130.0,56.86
-108.05999999999767,101127.0,56.86
-107.04000000000815,101128.25,56.86
-109.91000000000349,101124.75,56.86
-106.22000000000116,101129.25,56.86
-107.44999999999709,101127.75,56.86
-105.80999999999767,101129.75,56.86
-106.83999999999651,101128.5,56.86
-107.04000000000815,101128.25,56.86
-104.99000000000524,101130.75,56.86
-107.44999999999709,101127.75,56.86
-107.04000000000815,101128.25,56.86
-106.41999999999825,101129.0,56.86
-103.9600000000064,101132.0,56.86
-108.05999999999767,101127.0,56.86
-106.63000000000466,101128.75,56.86
-105.80999999999767,101129.75,56.86
-107.24000000000524,101128.0,56.86
-107.86000000000058,101127.25,56.86
-105.19999999999709,101130.5,56.86
-107.04000000000815,101128.25,56.86
-106.63000000000466,101128.75,56.86
-105.19999999999709,101130.5,56.86
-104.99000000000524,101130.75,56.86
-105.80999999999767,101129.75,56.86
-105.40000000000873,101130.25,56.86
-107.44999999999709,101127.75,56.86
-107.66000000000349,101127.5,56.86
-104.16999999999825,101131.75,56.86
-103.76000000000931,101132.25,56.86
-104.77999999999884,101131.0,56.86
-105.19999999999709,101130.5,56.86
-106.41999999999825,101129.0,56.86
-105.80999999999767,101129.75,56.86
-108.27000000000407,101126.75,56.86
-104.77999999999884,101131.0,56.86
-108.05999999999767,101127.0,56.86
-107.04000000000815,101128.25,56.86
-105.19999999999709,101130.5,56.86
-107.24000000000524,101128.0,56.86
-104.16999999999825,101131.75,56.97
-107.66000000000349,101127.5,56.86
-109.08999999999651,101125.75,56.86
-106.83999999999651,101128.5,56.97
-107.66000000000349,101127.5,56.86
-108.68000000000757,101126.25,56.86
-109.08999999999651,101125.75,56.86
-107.24000000000524,101128.0,56.86
-109.5,101125.25,56.86
-109.08999999999651,101125.75,56.86
-110.72999999999593,101123.75,56.86
-109.7100000000064,101125.0,56.86
-109.91000000000349,101124.75,56.86
-109.5,101125.25,56.86
-106.83999999999651,101128.5,56.97
-107.24000000000524,101128.0,56.97
-107.24000000000524,101128.0,56.97
-107.04000000000815,101128.25,56.97
-107.66000000000349,101127.5,56.86
-108.88999999999942,101126.0,56.97
-107.24000000000524,101128.0,56.97
-108.68000000000757,101126.25,56.86
-107.04000000000815,101128.25,56.97
-107.66000000000349,101127.5,56.86
-104.58000000000175,101131.25,56.97
-107.66000000000349,101127.5,56.97
-106.83999999999651,101128.5,56.97
-107.86000000000058,101127.25,56.97
-106.02000000000407,101129.5,56.97
-106.22000000000116,101129.25,56.97
-105.60000000000582,101130.0,56.97
-101.91999999999825,101134.5,56.97
-106.41999999999825,101129.0,56.97
-110.52999999999884,101124.0,56.97
-109.08999999999651,101125.75,56.97
-109.91000000000349,101124.75,56.97
-107.66000000000349,101127.5,56.97
-106.22000000000116,101129.25,56.97
-106.83999999999651,101128.5,56.97
-108.05999999999767,101127.0,56.97
-108.47999999999593,101126.5,56.97
-109.5,101125.25,56.97
-109.7100000000064,101125.0,56.97
-108.68000000000757,101126.25,56.97
-106.83999999999651,101128.5,56.97
-106.02000000000407,101129.5,56.97
-105.19999999999709,101130.5,56.97
-107.66000000000349,101127.5,56.97
-105.60000000000582,101130.0,56.97
-108.05999999999767,101127.0,56.97
-107.66000000000349,101127.5,56.97
-108.47999999999593,101126.5,56.97
-107.66000000000349,101127.5,56.97
-106.63000000000466,101128.75,56.97
-107.24000000000524,101128.0,56.97
-108.47999999999593,101126.5,56.97
-106.41999999999825,101129.0,56.97
-108.47999999999593,101126.5,56.97
-108.47999999999593,101126.5,56.97
-108.05999999999767,101127.0,56.97
-107.86000000000058,101127.25,56.97
-108.88999999999942,101126.0,56.97
-109.5,101125.25,56.97
-105.19999999999709,101130.5,56.97
-106.83999999999651,101128.5,56.97
-108.47999999999593,101126.5,56.97
-107.44999999999709,101127.75,56.97
-105.40000000000873,101130.25,57.09
-105.40000000000873,101130.25,56.97
-104.58000000000175,101131.25,57.09
-105.80999999999767,101129.75,56.97
-107.04000000000815,101128.25,56.97
-104.58000000000175,101131.25,57.09
-104.99000000000524,101130.75,57.09
-104.16999999999825,101131.75,57.09
-105.40000000000873,101130.25,57.09
-103.76000000000931,101132.25,57.09
-104.99000000000524,101130.75,57.09
-104.58000000000175,101131.25,57.09
-105.60000000000582,101130.0,57.09
-106.83999999999651,101128.5,57.09
-108.88999999999942,101126.0,56.97
-107.66000000000349,101127.5,57.09
-106.22000000000116,101129.25,57.09
-108.88999999999942,101126.0,57.09
-104.58000000000175,101131.25,57.09
-108.47999999999593,101126.5,57.09
-106.22000000000116,101129.25,57.09
-109.08999999999651,101125.75,57.09
-107.04000000000815,101128.25,57.09
-108.05999999999767,101127.0,57.09
-102.52999999999884,101133.75,57.09
-102.94000000000233,101133.25,57.09
-105.19999999999709,101130.5,57.09
-103.35000000000582,101132.75,57.09
-102.52999999999884,101133.75,57.09
-104.77999999999884,101131.0,57.09
-105.19999999999709,101130.5,57.09
-104.38000000000466,101131.5,57.09
-106.22000000000116,101129.25,57.09
-105.40000000000873,101130.25,57.09
-104.99000000000524,101130.75,57.09
-102.11999999999534,101134.25,57.09
-106.41999999999825,101129.0,57.09
-105.80999999999767,101129.75,57.09
-102.32000000000698,101134.0,57.09
-104.77999999999884,101131.0,57.09
-106.22000000000116,101129.25,57.09
-104.16999999999825,101131.75,57.09
-104.58000000000175,101131.25,57.09
-108.68000000000757,101126.25,57.09
-104.99000000000524,101130.75,57.09
-102.11999999999534,101134.25,57.09
-103.76000000000931,101132.25,57.09
-104.99000000000524,101130.75,57.09
-105.19999999999709,101130.5,57.09
-103.13999999999942,101133.0,57.09
-103.76000000000931,101132.25,57.09
-105.19999999999709,101130.5,57.09
-106.02000000000407,101129.5,57.09
-106.02000000000407,101129.5,57.09
-104.16999999999825,101131.75,57.09
-103.35000000000582,101132.75,57.09
-104.38000000000466,101131.5,57.09
-103.55999999999767,101132.5,57.09
-102.11999999999534,101134.25,57.2
-104.58000000000175,101131.25,57.09
-104.99000000000524,101130.75,57.09
-104.16999999999825,101131.75,57.09
-103.9600000000064,101132.0,57.2
-105.40000000000873,101130.25,57.09
-104.99000000000524,101130.75,57.09
-104.16999999999825,101131.75,57.2
-102.94000000000233,101133.25,57.2
-105.40000000000873,101130.25,57.2
-105.80999999999767,101129.75,57.2
-106.63000000000466,101128.75,57.09
-106.22000000000116,101129.25,57.2
-105.19999999999709,101130.5,57.2
-101.5,101135.0,57.2
-102.32000000000698,101134.0,57.2
-103.13999999999942,101133.0,57.2
-104.77999999999884,101131.0,57.2
-104.77999999999884,101131.0,57.2
-103.9600000000064,101132.0,57.2
-104.99000000000524,101130.75,57.2
-102.74000000000524,101133.5,57.2
-103.55999999999767,101132.5,57.2
-102.32000000000698,101134.0,57.2
-103.76000000000931,101132.25,57.2
-104.16999999999825,101131.75,57.2
-104.77999999999884,101131.0,57.2
-103.13999999999942,101133.0,57.2
-105.40000000000873,101130.25,57.2
-104.16999999999825,101131.75,57.2
-104.16999999999825,101131.75,57.2
-104.38000000000466,101131.5,57.2
-100.05999999999767,101136.75,57.31
-102.74000000000524,101133.5,57.2
-102.52999999999884,101133.75,57.2
-103.13999999999942,101133.0,57.2
-103.9600000000064,101132.0,57.2
-104.16999999999825,101131.75,57.2
-103.13999999999942,101133.0,57.2
-101.7100000000064,101134.75,57.2
-101.91999999999825,101134.5,57.31
-101.7100000000064,101134.75,57.31
-100.05999999999767,101136.75,57.31
-104.38000000000466,101131.5,57.2
-101.10000000000582,101135.5,57.31
-102.74000000000524,101133.5,57.2
-103.35000000000582,101132.75,57.2
-101.30000000000291,101135.25,57.31
-103.35000000000582,101132.75,57.31
-104.58000000000175,101131.25,57.31
-103.55999999999767,101132.5,57.31
-102.74000000000524,101133.5,57.31
-100.27999999999884,101136.5,57.31
-101.7100000000064,101134.75,57.31
-104.16999999999825,101131.75,57.31
-104.38000000000466,101131.5,57.31
-103.13999999999942,101133.0,57.31
-102.52999999999884,101133.75,57.31
-103.76000000000931,101132.25,57.31
-103.55999999999767,101132.5,57.31
-102.32000000000698,101134.0,57.31
